season,round,race_name,circuit,country,date,driver,team,grid_position,finish_position,points_scored,status,dnf,q1_ms,q2_ms,q3_ms,rainfall,avg_air_temp,avg_track_temp,avg_humidity,avg_wind_speed
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,STR,Racing Point,9,9,2.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,PER,Racing Point,8,10,1.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,KVY,AlphaTauri,11,11,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,RAI,Alfa Romeo Racing,16,12,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,VET,Ferrari,14,13,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,LEC,Ferrari,13,14,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,GRO,Haas F1 Team,17,15,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,LAT,Williams,19,16,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,MAG,Haas F1 Team,20,17,0.0,Finished,0,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,GIO,Alfa Romeo Racing,18,18,0.0,Accident,1,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,RUS,Williams,15,19,0.0,Debris,1,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,7,Belgian Grand Prix,Spa-Francorchamps,Belgium,2020-08-30,SAI,McLaren,7,20,0.0,Exhaust,1,,,,False,18.568595041322315,29.823966942148758,54.85289256198346,1.465289256198347
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,GAS,AlphaTauri,10,1,25.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,SAI,McLaren,3,2,18.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,STR,Racing Point,8,3,15.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,NOR,McLaren,6,4,12.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,BOT,Mercedes,2,5,10.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,RIC,Renault,7,6,8.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,HAM,Mercedes,1,7,7.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,OCO,Renault,12,8,4.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,KVY,AlphaTauri,11,9,2.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,PER,Racing Point,4,10,1.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,LAT,Williams,20,11,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,GRO,Haas F1 Team,16,12,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,RAI,Alfa Romeo Racing,14,13,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,RUS,Williams,19,14,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,ALB,Red Bull Racing,9,15,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,GIO,Alfa Romeo Racing,18,16,0.0,Finished,0,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,VER,Red Bull Racing,5,17,0.0,Power Unit,1,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,LEC,Ferrari,13,18,0.0,Accident,1,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,MAG,Haas F1 Team,15,19,0.0,Power Unit,1,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,8,Italian Grand Prix,Monza,Italy,2020-09-06,VET,Ferrari,17,20,0.0,Brakes,1,,,,False,28.090909090909093,41.201398601398594,40.12447552447553,1.520979020979021
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,HAM,Mercedes,1,1,26.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,BOT,Mercedes,2,2,18.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,ALB,Red Bull Racing,4,3,15.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,RIC,Renault,8,4,12.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,PER,Racing Point,7,5,10.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,NOR,McLaren,11,6,8.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,KVY,AlphaTauri,12,7,6.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,LEC,Ferrari,5,8,4.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,RAI,Alfa Romeo Racing,13,9,2.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,VET,Ferrari,14,10,1.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,RUS,Williams,18,11,0.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,GRO,Haas F1 Team,15,12,0.0,Finished,0,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,STR,Racing Point,6,13,0.0,Puncture,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,OCO,Renault,10,14,0.0,Brakes,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,LAT,Williams,19,15,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,MAG,Haas F1 Team,20,16,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,GIO,Alfa Romeo Racing,17,17,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,SAI,McLaren,9,18,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,VER,Red Bull Racing,3,19,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,9,Tuscan Grand Prix,Mugello,Italy,2020-09-13,GAS,AlphaTauri,16,20,0.0,Collision,1,,,,False,30.169886363636362,43.10227272727273,39.94431818181818,2.3647727272727277
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,BOT,Mercedes,3,1,26.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,VER,Red Bull Racing,2,2,18.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,HAM,Mercedes,1,3,15.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,PER,Racing Point,4,4,12.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,RIC,Renault,5,5,10.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,LEC,Ferrari,10,6,8.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,OCO,Renault,7,7,6.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,KVY,AlphaTauri,11,8,4.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,GAS,AlphaTauri,9,9,2.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,ALB,Red Bull Racing,15,10,1.0,Finished,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,GIO,Alfa Romeo Racing,17,11,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,MAG,Haas F1 Team,18,12,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,VET,Ferrari,14,13,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,RAI,Alfa Romeo Racing,19,14,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,NOR,McLaren,8,15,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,LAT,Williams,20,16,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,GRO,Haas F1 Team,16,17,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,RUS,Williams,13,18,0.0,+1 Lap,0,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,SAI,McLaren,6,19,0.0,Accident,1,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,10,Russian Grand Prix,Sochi,Russia,2020-09-27,STR,Racing Point,12,20,0.0,Collision,1,,,,False,28.806060606060612,40.342424242424244,51.362878787878785,1.428787878787879
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,HAM,Mercedes,2,1,25.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,VER,Red Bull Racing,3,2,19.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,RIC,Renault,6,3,15.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,PER,Racing Point,9,4,12.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,SAI,McLaren,10,5,10.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,GAS,AlphaTauri,12,6,8.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,LEC,Ferrari,4,7,6.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,HUL,Racing Point,20,8,4.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,GRO,Haas F1 Team,16,9,2.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,GIO,Alfa Romeo Racing,14,10,1.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,VET,Ferrari,11,11,0.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,RAI,Alfa Romeo Racing,19,12,0.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,MAG,Haas F1 Team,15,13,0.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,LAT,Williams,18,14,0.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,KVY,AlphaTauri,13,15,0.0,Finished,0,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,NOR,McLaren,8,16,0.0,Power Unit,1,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,ALB,Red Bull Racing,5,17,0.0,Radiator,1,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,OCO,Renault,7,18,0.0,Gearbox,1,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,BOT,Mercedes,1,19,0.0,Power Unit,1,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,11,Eifel Grand Prix,Nürburgring,Germany,2020-10-11,RUS,Williams,17,20,0.0,Collision,1,,,,True,9.499999999999998,16.360204081632652,59.40408163265305,1.6173469387755104
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,HAM,Mercedes,1,1,26.0,Finished,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,BOT,Mercedes,2,2,18.0,Finished,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,VER,Red Bull Racing,3,3,15.0,Finished,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,LEC,Ferrari,4,4,12.0,Finished,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,GAS,AlphaTauri,9,5,10.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,SAI,McLaren,7,6,8.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,PER,Racing Point,5,7,6.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,OCO,Renault,11,8,4.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,RIC,Renault,10,9,2.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,VET,Ferrari,15,10,1.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,RAI,Alfa Romeo Racing,16,11,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,ALB,Red Bull Racing,6,12,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,NOR,McLaren,8,13,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,RUS,Williams,14,14,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,GIO,Alfa Romeo Racing,17,15,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,MAG,Haas F1 Team,19,16,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,GRO,Haas F1 Team,18,17,0.0,+1 Lap,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,LAT,Williams,20,18,0.0,+2 Laps,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,KVY,AlphaTauri,13,19,0.0,+2 Laps,0,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,12,Portuguese Grand Prix,Portimão,Portugal,2020-10-25,STR,Racing Point,12,20,0.0,Collision damage,1,,,,False,20.50546875,25.715625,67.528125,4.040625
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,HAM,Mercedes,2,1,26.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,BOT,Mercedes,1,2,18.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,RIC,Renault,5,3,15.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,KVY,AlphaTauri,8,4,12.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,LEC,Ferrari,7,5,10.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,PER,Racing Point,11,6,8.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,SAI,McLaren,10,7,6.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,NOR,McLaren,9,8,4.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,RAI,Alfa Romeo Racing,18,9,2.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,GIO,Alfa Romeo Racing,20,10,1.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,LAT,Williams,19,11,0.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,VET,Ferrari,14,12,0.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,STR,Racing Point,15,13,0.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,GRO,Haas F1 Team,16,14,0.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,ALB,Red Bull Racing,6,15,0.0,Finished,0,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,RUS,Williams,13,16,0.0,Accident,1,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,VER,Red Bull Racing,3,17,0.0,Puncture,1,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,MAG,Haas F1 Team,17,18,0.0,Illness,1,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,OCO,Renault,12,19,0.0,Gearbox,1,,,,False,18.0304,23.2608,71.1368,1.3416
2020,13,Emilia Romagna Grand Prix,Imola,Italy,2020-11-01,GAS,AlphaTauri,4,20,0.0,Water pressure,1,,,,False,18.0304,23.2608,71.1368,1.3416
